concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,start:timestamp,case:concept:name,case:variant,case:variant-index,case:creator
Turning & Milling,complete,ID4429,2012-02-16 06:46:00+00:00,Turning & Milling,ID4429,2012-02-16 06:32:41.367188+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-16 13:39:00+00:00,Turning & Milling,ID4794,2012-02-16 13:15:36.445312+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-16 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-16 15:37:38.203125+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-16 22:48:00+00:00,Turning & Milling,ID4529,2012-02-16 22:23:45.468750+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-02-17 06:46:00+00:00,Turning & Milling,ID4429,2012-02-17 06:18:55.546875+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-02-17 13:53:00+00:00,Turning & Milling,ID4794,2012-02-17 13:28:48.867188+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-17 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-17 15:37:54.609375+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-02-19 18:00:00+00:00,Turning & Milling,ID4429,2012-02-19 15:08:56.718750+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-19 19:50:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-19 19:47:51.093750+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-02-20 01:02:00+00:00,Turning & Milling,ID4429,2012-02-20 00:44:19.687500+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-20 13:16:00+00:00,Turning & Milling,ID4529,2012-02-20 13:16:00+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-02-21 00:00:00+00:00,Turning & Milling,ID4429,2012-02-20 23:23:31.406250+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-02-21 13:28:00+00:00,Turning & Milling,ID4529,2012-02-21 13:27:49.804688+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-02-21 21:20:00+00:00,Turning & Milling,ID4429,2012-02-21 20:53:15.937500+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-02-26 23:42:00+00:00,Turning & Milling Q.C.,ID4287,2012-02-26 21:18:36.093750+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-01 22:00:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-01 20:09:29.531250+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-04 15:40:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-04 14:23:02.812500+00:00,Case234,Variant 102,102,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4287,2012-03-06 17:30:00+00:00,Turning & Milling Q.C.,ID4287,2012-03-06 16:31:36.093750+00:00,Case234,Variant 102,102,Fluxicon Disco
Packing,complete,ID4820,2012-03-28 09:00:00+00:00,Packing,ID4820,2012-03-28 00:47:13.593750+00:00,Case234,Variant 102,102,Fluxicon Disco
Final Inspection Q.C.,complete,ID4287,2012-03-28 18:06:00+00:00,Final Inspection Q.C.,ID4287,2012-03-28 17:42:32.343750+00:00,Case234,Variant 102,102,Fluxicon Disco
End,complete,End,2012-03-28 18:06:00+00:00,End,End,2012-03-28 18:06:00+00:00,Case234,Variant 102,102,Fluxicon Disco
Start,complete,Start,2012-01-16 21:11:00+00:00,Start,Start,2012-01-16 21:11:00+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-16 21:12:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-16 21:11:58.828125+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-17 01:00:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-17 00:55:32.812500+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-17 01:08:00+00:00,Turning & Milling,ID4132,2012-01-17 01:08:00+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-19 06:30:00+00:00,Turning & Milling,ID4132,2012-01-19 06:04:57.890625+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-24 00:43:00+00:00,Turning & Milling,ID4132,2012-01-23 18:14:50.507812+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-24 22:10:00+00:00,Turning & Milling,ID4132,2012-01-24 20:57:06.210938+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-25 01:03:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-25 00:59:37.265625+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-25 22:44:00+00:00,Turning & Milling,ID4132,2012-01-25 21:30:18.632812+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-26 07:03:00+00:00,Turning & Milling,ID4641,2012-01-26 06:34:44.179688+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-26 13:32:00+00:00,Turning & Milling,ID4641,2012-01-26 13:10:01.406250+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-26 15:40:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-26 15:37:30+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-26 17:00:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-26 16:58:26.250000+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4132,2012-01-26 22:46:00+00:00,Turning & Milling,ID4132,2012-01-26 22:26:24.140625+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-27 01:00:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-27 00:57:22.968750+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling,complete,ID4641,2012-01-27 12:36:00+00:00,Turning & Milling,ID4641,2012-01-27 11:56:34.687500+00:00,Case235,Variant 103,103,Fluxicon Disco
Milling,complete,ID4326,2012-01-27 19:30:00+00:00,Milling,ID4326,2012-01-27 19:13:49.687500+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-29 15:40:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-29 14:48:14.531250+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-01-29 19:50:00+00:00,Turning & Milling Q.C.,ID4163,2012-01-29 19:45:07.031250+00:00,Case235,Variant 103,103,Fluxicon Disco
Flat Grinding,complete,ID0998,2012-01-29 23:44:00+00:00,Flat Grinding,ID0998,2012-01-29 23:38:58.359375+00:00,Case235,Variant 103,103,Fluxicon Disco
Laser Marking,complete,ID0998,2012-01-30 00:59:00+00:00,Laser Marking,ID0998,2012-01-30 00:56:30.585938+00:00,Case235,Variant 103,103,Fluxicon Disco
Lapping,complete,ID0998,2012-01-30 01:00:00+00:00,Lapping,ID0998,2012-01-30 00:59:54.375000+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-30 06:11:00+00:00,Round Grinding,ID4385,2012-01-30 05:53:41.308594+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-31 10:00:00+00:00,Round Grinding,ID4385,2012-01-31 08:27:05.800781+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-31 13:15:00+00:00,Round Grinding,ID4385,2012-01-31 13:04:08.730469+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-31 14:00:00+00:00,Round Grinding,ID4385,2012-01-31 13:57:29.707031+00:00,Case235,Variant 103,103,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4163,2012-02-01 00:59:00+00:00,Turning & Milling Q.C.,ID4163,2012-02-01 00:46:07.734375+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4528,2012-02-01 05:20:00+00:00,Round Grinding,ID4528,2012-02-01 05:05:28.300781+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4445,2012-02-01 15:20:00+00:00,Round Grinding,ID4445,2012-02-01 14:46:36.093750+00:00,Case235,Variant 103,103,Fluxicon Disco
Round Grinding,complete,ID4445,2012-02-01 19:24:00+00:00,Round Grinding,ID4445,2012-02-01 19:10:25.078125+00:00,Case235,Variant 103,103,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-02-01 21:12:00+00:00,Grinding Rework,ID4872,2012-02-01 21:00:46.054688+00:00,Case235,Variant 103,103,Fluxicon Disco
Packing,complete,ID4820,2012-02-02 08:00:00+00:00,Packing,ID4820,2012-02-02 07:23:17.812500+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-02 15:40:00+00:00,Final Inspection Q.C.,ID4163,2012-02-02 15:20:14.062500+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-02 15:40:00+00:00,Final Inspection Q.C.,ID4163,2012-02-02 15:40:00+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-02 17:00:00+00:00,Final Inspection Q.C.,ID4163,2012-02-02 16:56:33.750000+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-02 19:50:00+00:00,Final Inspection Q.C.,ID4163,2012-02-02 19:42:41.718750+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-03 01:00:00+00:00,Final Inspection Q.C.,ID4163,2012-02-03 00:46:40.781250+00:00,Case235,Variant 103,103,Fluxicon Disco
Final Inspection Q.C.,complete,ID4163,2012-02-22 19:50:00+00:00,Final Inspection Q.C.,ID4163,2012-02-22 13:24:21.328125+00:00,Case235,Variant 103,103,Fluxicon Disco
End,complete,End,2012-02-22 19:50:00+00:00,End,End,2012-02-22 19:50:00+00:00,Case235,Variant 103,103,Fluxicon Disco
Start,complete,Start,2012-01-03 03:45:00+00:00,Start,Start,2012-01-03 03:45:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-03 04:30:00+00:00,Round Grinding,ID4528,2012-01-03 04:30:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-03 06:45:00+00:00,Round Grinding,ID4528,2012-01-03 06:45:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-03 14:44:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-03 14:36:24.140625+00:00,Case236,Variant 104,104,Fluxicon Disco
Round Grinding,complete,ID4872,2012-01-03 18:50:00+00:00,Round Grinding,ID4872,2012-01-03 18:50:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-04 06:40:00+00:00,Round Grinding,ID4528,2012-01-04 06:40:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-04 23:58:00+00:00,Round Grinding,ID4528,2012-01-04 23:58:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-05 22:29:00+00:00,Final Inspection Q.C.,ID4618,2012-01-05 22:28:18.750000+00:00,Case236,Variant 104,104,Fluxicon Disco
Packing,complete,ID4491,2012-01-06 08:00:00+00:00,Packing,ID4491,2012-01-06 08:00:00+00:00,Case236,Variant 104,104,Fluxicon Disco
End,complete,End,2012-01-06 08:00:00+00:00,End,End,2012-01-06 08:00:00+00:00,Case236,Variant 104,104,Fluxicon Disco
Start,complete,Start,2012-01-03 07:00:00+00:00,Start,Start,2012-01-03 07:00:00+00:00,Case237,Variant 105,105,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-03 08:15:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-03 08:15:00+00:00,Case237,Variant 105,105,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-03 20:00:00+00:00,Turning & Milling,ID4167,2012-01-03 19:45:46.992188+00:00,Case237,Variant 105,105,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-04 08:15:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-04 08:00:38.671875+00:00,Case237,Variant 105,105,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-04 17:24:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-04 17:20:34.921875+00:00,Case237,Variant 105,105,Fluxicon Disco
Laser Marking,complete,ID0998,2012-01-11 17:58:00+00:00,Laser Marking,ID0998,2012-01-11 12:26:02.109375+00:00,Case237,Variant 105,105,Fluxicon Disco
Laser Marking,complete,ID4882,2012-01-11 20:22:00+00:00,Laser Marking,ID4882,2012-01-11 20:17:13.125000+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-17 16:23:00+00:00,Round Grinding,ID4445,2012-01-17 08:35:21.972656+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-17 23:02:00+00:00,Round Grinding,ID4445,2012-01-17 22:39:47.402344+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-18 13:26:00+00:00,Round Grinding,ID4528,2012-01-18 12:37:54.375000+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-18 16:50:00+00:00,Round Grinding,ID4445,2012-01-18 16:38:38.671875+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-19 04:57:00+00:00,Round Grinding,ID4385,2012-01-19 04:16:31.933594+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-19 06:43:00+00:00,Round Grinding,ID4385,2012-01-19 06:37:05.976562+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-19 13:24:00+00:00,Round Grinding,ID4528,2012-01-19 13:01:40.722656+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-19 14:40:00+00:00,Round Grinding,ID4528,2012-01-19 14:35:46.171875+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-19 18:57:00+00:00,Round Grinding,ID4445,2012-01-19 18:42:41.660156+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-20 00:40:00+00:00,Round Grinding,ID4445,2012-01-20 00:20:54.433594+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-20 01:59:00+00:00,Round Grinding,ID4385,2012-01-20 01:54:36.152344+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-20 06:25:00+00:00,Round Grinding,ID4528,2012-01-20 06:10:11.601562+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4872,2012-01-20 16:11:00+00:00,Round Grinding,ID4872,2012-01-20 15:38:22.851562+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-22 08:59:00+00:00,Round Grinding,ID4445,2012-01-22 06:42:44.062500+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID0420,2012-01-28 19:20:00+00:00,Round Grinding,ID0420,2012-01-28 12:56:15.117188+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-29 13:40:00+00:00,Round Grinding,ID4528,2012-01-29 12:38:46.171875+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-29 14:08:00+00:00,Round Grinding,ID4355,2012-01-29 14:06:26.484375+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-29 16:32:00+00:00,Round Grinding,ID4355,2012-01-29 16:23:59.062500+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-30 00:10:00+00:00,Round Grinding,ID4355,2012-01-29 23:44:30.351562+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID0420,2012-01-30 06:14:00+00:00,Round Grinding,ID0420,2012-01-30 05:53:44.296875+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-31 01:02:00+00:00,Final Inspection Q.C.,ID4618,2012-01-31 00:13:31.875000+00:00,Case237,Variant 105,105,Fluxicon Disco
Packing,complete,ID4291,2012-01-31 08:00:00+00:00,Packing,ID4291,2012-01-31 07:36:19.453125+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-31 14:47:00+00:00,Final Inspection Q.C.,ID4618,2012-01-31 14:29:30.703125+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-01-31 18:38:00+00:00,Final Inspection Q.C.,ID4618,2012-01-31 18:28:04.453125+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-02-07 16:06:00+00:00,Round Grinding,ID4385,2012-02-07 13:55:08.027344+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-02-07 17:45:00+00:00,Round Grinding,ID4385,2012-02-07 17:39:29.355469+00:00,Case237,Variant 105,105,Fluxicon Disco
Round Grinding,complete,ID4385,2012-02-07 20:01:00+00:00,Round Grinding,ID4385,2012-02-07 19:53:25.781250+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-20 01:01:00+00:00,Final Inspection Q.C.,ID4618,2012-02-19 19:36:17.109375+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-20 22:33:00+00:00,Final Inspection Q.C.,ID4618,2012-02-20 21:37:29.062500+00:00,Case237,Variant 105,105,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-20 22:35:00+00:00,Final Inspection Q.C.,ID4618,2012-02-20 22:34:54.843750+00:00,Case237,Variant 105,105,Fluxicon Disco
Packing,complete,ID4820,2012-02-21 08:00:00+00:00,Packing,ID4820,2012-02-21 08:00:00+00:00,Case237,Variant 105,105,Fluxicon Disco
Grinding Rework,complete,ID4872,2012-03-07 06:35:00+00:00,Grinding Rework,ID4872,2012-03-05 17:17:21.357422+00:00,Case237,Variant 105,105,Fluxicon Disco
Grinding Rework,complete,ID4528,2012-03-07 20:50:00+00:00,Grinding Rework,ID4528,2012-03-07 19:21:04.599609+00:00,Case237,Variant 105,105,Fluxicon Disco
End,complete,End,2012-03-07 20:50:00+00:00,End,End,2012-03-07 20:50:00+00:00,Case237,Variant 105,105,Fluxicon Disco
Start,complete,Start,2012-01-02 08:00:00+00:00,Start,Start,2012-01-02 08:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-02 14:00:00+00:00,Turning & Milling,ID4794,2012-01-02 14:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-01-02 21:00:00+00:00,Turning & Milling,ID4529,2012-01-02 21:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-01-02 23:00:00+00:00,Turning & Milling,ID4529,2012-01-02 23:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-03 14:00:00+00:00,Turning & Milling,ID4794,2012-01-03 14:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-03 14:43:00+00:00,Turning & Milling,ID4167,2012-01-03 14:43:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-03 15:49:00+00:00,Turning & Milling,ID4167,2012-01-03 15:49:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-03 16:11:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-03 16:11:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-03 23:07:00+00:00,Turning & Milling,ID4167,2012-01-03 23:07:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-04 13:32:00+00:00,Turning & Milling,ID4794,2012-01-04 13:32:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-04 14:29:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-04 14:29:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-05 01:03:00+00:00,Turning & Milling,ID4167,2012-01-05 01:03:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-05 03:18:00+00:00,Turning & Milling,ID4794,2012-01-05 03:18:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4932,2012-01-05 13:46:00+00:00,Turning & Milling,ID4932,2012-01-05 13:10:25.781250+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-05 16:23:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-05 16:19:56.015625+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling,complete,ID4167,2012-01-05 18:32:00+00:00,Turning & Milling,ID4167,2012-01-05 18:32:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-08 23:52:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-08 23:43:57.187500+00:00,Case238,Variant 106,106,Fluxicon Disco
Laser Marking,complete,ID4445,2012-01-18 18:37:00+00:00,Laser Marking,ID4445,2012-01-18 11:02:07.031250+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-22 09:50:00+00:00,Round Grinding,ID4445,2012-01-22 04:58:42.597656+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-22 13:53:00+00:00,Round Grinding,ID4445,2012-01-22 13:39:28.417969+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4528,2012-01-22 14:10:00+00:00,Round Grinding,ID4528,2012-01-22 14:09:03.222656+00:00,Case238,Variant 106,106,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-22 19:13:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-22 19:07:04.921875+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4385,2012-01-22 22:58:00+00:00,Round Grinding,ID4385,2012-01-22 22:45:28.535156+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4355,2012-01-23 01:59:00+00:00,Round Grinding,ID4355,2012-01-23 01:48:55.488281+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-23 13:47:00+00:00,Round Grinding,ID4445,2012-01-23 13:07:35.390625+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID0420,2012-01-24 00:26:00+00:00,Round Grinding,ID0420,2012-01-24 00:26:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-01-24 04:16:00+00:00,Round Grinding,ID4445,2012-01-24 04:03:11.835938+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID0420,2012-02-09 00:23:00+00:00,Round Grinding,ID0420,2012-02-08 21:11:50.976562+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-02-09 03:20:00+00:00,Round Grinding,ID4445,2012-02-09 03:10:08.847656+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4445,2012-02-09 13:48:00+00:00,Round Grinding,ID4445,2012-02-09 13:25:03.984375+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID0420,2012-02-09 22:51:00+00:00,Round Grinding,ID0420,2012-02-09 22:20:46.464844+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4355,2012-02-10 05:30:00+00:00,Round Grinding,ID4355,2012-02-10 05:07:47.402344+00:00,Case238,Variant 106,106,Fluxicon Disco
Round Grinding,complete,ID4618,2012-02-16 08:15:00+00:00,Round Grinding,ID4618,2012-02-16 06:10:48.808594+00:00,Case238,Variant 106,106,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-16 21:04:00+00:00,Final Inspection Q.C.,ID4618,2012-02-16 20:30:57.421875+00:00,Case238,Variant 106,106,Fluxicon Disco
Final Inspection Q.C.,complete,ID4618,2012-02-16 22:32:00+00:00,Final Inspection Q.C.,ID4618,2012-02-16 22:28:13.125000+00:00,Case238,Variant 106,106,Fluxicon Disco
Packing,complete,ID4820,2012-02-17 08:00:00+00:00,Packing,ID4820,2012-02-17 07:27:49.687500+00:00,Case238,Variant 106,106,Fluxicon Disco
End,complete,End,2012-02-17 08:00:00+00:00,End,End,2012-02-17 08:00:00+00:00,Case238,Variant 106,106,Fluxicon Disco
Start,complete,Start,2012-01-15 05:56:00+00:00,Start,Start,2012-01-15 05:56:00+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-15 13:38:00+00:00,Turning & Milling,ID4794,2012-01-15 13:11:49.921875+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling,complete,ID4429,2012-01-15 17:34:00+00:00,Turning & Milling,ID4429,2012-01-15 17:20:37.968750+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-15 18:29:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-15 18:27:55.546875+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling,complete,ID4529,2012-01-15 20:39:00+00:00,Turning & Milling,ID4529,2012-01-15 20:31:38.203125+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling,complete,ID4794,2012-01-16 09:37:00+00:00,Turning & Milling,ID4794,2012-01-16 08:52:56.015625+00:00,Case239,Variant 107,107,Fluxicon Disco
Turning & Milling Q.C.,complete,ID4618,2012-01-17 20:33:00+00:00,Turning & Milling Q.C.,ID4618,2012-01-17 20:30:41.718750+00:00,Case239,Variant 107,107,Fluxicon Disco
Nitration Q.C.,complete,ID4618,2012-01-23 21:49:00+00:00,Nitration Q.C.,ID4618,2012-01-23 15:47:46.171875+00:00,Case239,Variant 107,107,Fluxicon Disco
Laser Marking,complete,ID0998,2012-01-25 00:14:00+00:00,Laser Marking,ID0998,2012-01-24 23:21:22.382812+00:00,Case239,Variant 107,107,Fluxicon Disco
Lapping,complete,ID0998,2012-01-25 19:12:00+00:00,Lapping,ID0998,2012-01-25 17:25:18.750000+00:00,Case239,Variant 107,107,Fluxicon Disco
